0,17.78,0.0,0.0,0.0,0.0
1,14.9578,0.0,0.32,1.6,0.02
2,18.199577,2.56,0.3232,0.976,0.99020004
3,18.731997,8.0756,1.363232,1.92976,0.009902
4,18.15732,6.730756,0.13363232,5.1392975,0.02009902
5,20.911572,2.4673076,1.5913364,2.651393,0.460201
6,17.439116,0.6046731,3.0259135,3.906514,1.934602
7,19.75439,2.9960468,1.880259,4.479065,1.399346
8,15.877544,4.5799603,8.858803,2.9347906,1.1339935
9,32.528774,1.2557995,33.548588,3.4493477,0.25133994
10,41.47529,0.762558,78.05549,5.564493,0.96251345
11,57.234756,0.45762557,102.79056,6.7356443,1.799625
12,52.792347,0.48457626,116.28791,7.8973565,1.6779962
13,76.91792,0.26484576,126.84288,8.538974,1.0167799
14,54.55918,1.5826485,126.88843,9.40539,1.3101678
15,64.85559,1.7158264,128.2089,8.214054,0.39310166
16,59.978554,2.7571583,128.36209,8.372141,1.103931
17,60.599785,0.12757158,129.20363,8.083721,2.6110394
18,63.065994,0.6612757,130.85204,8.100838,2.3861103
19,62.38066,0.32661274,130.72852,8.081008,1.8538611
20,52.663807,0.32326615,130.82729,8.32081,1.9085387
21,84.91664,0.29323265,129.46828,8.563208,2.5390854
22,69.589165,0.40293232,130.09468,8.575632,1.805391
23,58.26589,0.16402932,131.24095,8.425756,1.7980539
24,82.12266,0.42164028,131.66241,8.924258,1.6979805
25,64.03123,0.3242164,130.45662,8.469242,1.3769798
26,73.400314,0.6432422,131.13457,11.164692,1.2337699
27,86.314,0.6464324,130.25134,11.921647,1.4123377
28,64.14314,0.48646432,128.84251,15.519217,2.6741235
29,70.88143,0.20486464,128.44843,14.135193,2.5567412
30,64.07881,3.6420486,129.63448,14.461352,4.8955674
31,45.66079,0.87642044,130.16635,14.084614,5.8889556
32,85.2866,2.3787642,128.12166,14.800846,6.478889
33,78.89287,2.4037876,128.54121,17.078009,5.6447887
34,80.038925,3.8640378,128.8854,15.72078,4.426448
35,54.08039,3.3586404,130.94885,14.987207,5.0942645
36,72.3608,3.4335864,132.1395,16.779871,7.6109424
37,50.373608,2.964336,130.41139,17.4578,6.3961096
38,58.463734,3.9196436,131.93411,17.634577,11.5839615
39,49.374638,1.9891964,130.83934,16.196344,12.27584
40,96.61375,7.679892,131.7784,16.421963,12.172759
41,62.22614,10.656799,131.43779,20.76422,9.291727
42,79.76226,3.886568,129.93437,21.217642,12.892918
43,68.58762,2.6988657,132.11934,18.562176,20.48893
44,75.17588,3.5869884,133.72119,21.985622,17.334888
45,54.27176,3.1158698,131.87721,26.959856,17.143349
46,58.652714,2.6911588,134.83878,35.5896,17.021433
47,53.546528,2.1269116,135.98839,34.415897,16.050215
48,63.405464,2.351269,134.27988,33.05416,23.000504
49,83.43405,2.3235128,133.14279,30.660542,30.410006
50,80.93434,4.133235,133.31143,31.186607,30.384102
51,59.559345,3.9113324,132.71312,30.271866,28.993841
52,70.6756,1.1791133,132.22713,41.35272,26.459938
53,60.836758,2.411791,133.32227,44.393524,28.5546
54,79.32837,2.004118,130.68323,49.353935,24.835546
55,66.44328,0.7600412,131.04683,58.67354,15.438355
56,58.934433,0.7776004,130.63046,56.81674,14.904384
57,68.23935,0.79777604,130.10631,58.01817,11.739044
58,62.972393,0.7679778,133.50107,59.44018,12.16739
59,61.499725,0.9276798,132.66501,60.924404,13.101673
60,71.985,3.2792768,134.07664,62.44924,14.331017
61,76.849846,2.582793,132.82076,62.074493,16.413311
62,67.47849,2.485828,134.9582,67.78074,9.584133
63,56.364784,2.4648583,133.34958,71.13781,6.575841
64,48.17365,4.1646485,134.1635,76.05138,4.7057586
65,69.19174,3.2016463,137.78165,75.72051,6.3270574
66,55.06192,6.2320166,137.91782,66.92721,4.4432707
67,48.06062,7.502321,136.62918,64.80927,4.904433
68,59.400604,9.025023,136.23628,68.6681,5.8690443
69,74.374,4.1502504,136.47237,64.86668,6.8586903
70,84.13374,4.8015027,135.75473,68.86867,6.968587
71,81.361336,2.538015,139.75755,71.22868,6.3896856
72,66.16361,2.0953803,143.60757,68.94228,10.7038965
73,54.011635,1.9009538,144.38608,66.059425,10.187038
74,63.560116,4.0190096,145.52386,63.870594,8.18187
75,70.845604,6.2801905,142.32524,63.308704,9.601819
76,54.698456,3.742802,143.99326,64.20309,11.956018
77,71.97698,4.317428,140.96992,68.85203,11.979561
78,67.549774,4.9631743,140.2397,70.62852,8.289796
79,89.2755,5.379632,142.20241,78.19628,6.362898
80,72.01276,2.8637965,148.82202,66.58196,5.503629
81,56.390125,3.318638,143.76822,66.10582,8.945037
82,81.6639,1.9931864,146.89767,63.91106,4.4494505
83,56.18664,3.299932,151.26898,76.19911,4.5144944
84,64.871864,4.7129993,150.3627,83.86199,4.245145
85,54.658722,8.16713,150.52364,74.65862,3.5424514
86,67.756584,3.6916711,149.94524,74.826584,3.0954244
87,73.36757,3.7969167,146.04945,71.57827,2.6509542
88,55.13368,3.1679695,149.2705,77.42578,1.3065095
89,53.721336,4.4016795,151.1027,69.58426,1.4930652
90,49.757214,4.464017,151.95102,64.12584,2.8949308
91,63.277573,2.6446402,148.32951,79.19126,1.5289493
92,45.60277,3.0364466,152.5533,77.76192,0.2052895
93,60.216026,3.1503644,149.02553,75.657616,0.1720529
94,82.15216,3.1915035,147.11026,74.18658,0.04172053
95,86.16152,2.6219149,154.3911,76.85187,0.040417206
96,69.69162,3.3562193,146.1839,87.06851,0.6404042
97,64.90691,1.6135621,139.42183,100.20068,0.646404
98,70.88907,1.4561355,144.27422,96.222015,0.646464
99,83.168884,2.9745612,142.09274,108.75223,0.19646463
